,block_state_geography_2010.geom,block_state_geography_2010_centroid,block_state_housingoccupancytenure_2010.geoid10,block_state_housingoccupancytenure_2010.h00010001,block_state_housingoccupancytenure_2010.h0030001,block_state_housingoccupancytenure_2010.h0030002,block_state_housingoccupancytenure_2010.h0030003,block_state_housingoccupancytenure_2010.h0040001,block_state_housingoccupancytenure_2010.h0040002,block_state_housingoccupancytenure_2010.h0040003,block_state_housingoccupancytenure_2010.h0040004,block_state_housingoccupancytenure_2010.h0190001,block_state_housingoccupancytenure_2010.h0190002,block_state_housingoccupancytenure_2010.h0190003,block_state_housingoccupancytenure_2010.h0190004,block_state_housingoccupancytenure_2010.h0190005,block_state_housingoccupancytenure_2010.h0190006,block_state_housingoccupancytenure_2010.h0190007
88,"MULTIPOLYGON(((-102.179235 39.189758,-102.179352 39.189826,-102.179235 39.190169,-102.178794 39.190558,-102.178294 39.190741,-102.177501 39.190741,-102.176795 39.190649,-102.176266 39.190466,-102.176149 39.190375,-102.176178 39.1901,-102.177971 39.190009,-102.178735 39.189849,-102.179235 39.189758)))",POINT(-102.177808646078 39.1903036993326),080639621001143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"MULTIPOLYGON(((-102.603716 39.303596,-102.605016 39.303623,-102.604991 39.304754,-102.603698 39.304734,-102.603716 39.303596)))",POINT(-102.604354605531 39.3041762182003),080639622001090,14,14,11,3,11,4,2,5,11,6,1,5,5,1,4
90,"MULTIPOLYGON(((-102.969172 39.276931,-102.967986 39.277151,-102.954611 39.279634,-102.952994 39.279953,-102.94714 39.281001,-102.932929 39.283649,-102.931833 39.283853,-102.931838 39.282995,-102.933149 39.282945,-102.934953 39.282875,-102.93575 39.282817,-102.93677 39.282687,-102.96283 39.277857,-102.963794 39.27764,-102.964504 39.277437,-102.965272 39.277142,-102.966646 39.276568,-102.967229 39.276346,-102.967599 39.276242,-102.967917 39.276165,-102.968998 39.276075,-102.969199 39.276071,-102.969172 39.276931)))",POINT(-102.952125886129 39.2798533247199),080639623001185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"MULTIPOLYGON(((-102.156544 39.417507,-102.151957 39.417587,-102.147039 39.417721,-102.147043 39.403174,-102.160472 39.403086,-102.165621 39.403043,-102.165644 39.40454,-102.165683 39.411871,-102.165708 39.416652,-102.165704 39.417423,-102.163603 39.41743,-102.160781 39.41747,-102.160397 39.417461,-102.159604 39.417481,-102.156575 39.417506,-102.156544 39.417507)))",POINT(-102.156339826354 39.4103281110051),080639621001036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"MULTIPOLYGON(((-102.96874 39.156635,-102.97441 39.156569,-102.977876 39.156537,-102.977788 39.171056,-102.96942 39.171176,-102.968749 39.171203,-102.968733 39.164018,-102.968748 39.157087,-102.96874 39.156635)))",POINT(-102.973284624559 39.1638406649471),080639623001218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,"MULTIPOLYGON(((-102.688744 39.112566,-102.694363 39.112574,-102.703789 39.112559,-102.707354 39.112538,-102.707514 39.127221,-102.688876 39.127244,-102.688859 39.124883,-102.688762 39.116726,-102.688744 39.112566)))",POINT(-102.698118971971 39.1198990818424),080639622002141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,"MULTIPOLYGON(((-102.614944 39.568909,-102.612368 39.568857,-102.60449 39.568952,-102.593829 39.569091,-102.592998 39.569103,-102.592813 39.569104,-102.59156 39.569108,-102.592206 39.56898,-102.593037 39.56883,-102.593742 39.568724,-102.593953 39.568699,-102.594657 39.568647,-102.604409 39.568581,-102.604649 39.568567,-102.608817 39.568539,-102.610753 39.56858,-102.611275 39.568591,-102.61225 39.568598,-102.613243 39.568607,-102.614105 39.568686,-102.61531 39.568832,-102.61599 39.568871,-102.614944 39.568909)))",POINT(-102.602875835294 39.5687970136118),080639622002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,"MULTIPOLYGON(((-102.275904 39.304647,-102.277197 39.304653,-102.277196 39.305327,-102.277182 39.305823,-102.275888 39.305832,-102.275904 39.304647)))",POINT(-102.276543279066 39.3052388969096),080639621002052,11,11,10,1,10,7,1,2,10,8,4,4,2,2,0
96,"MULTIPOLYGON(((-102.268913 39.30096,-102.269374 39.300954,-102.269377 39.301013,-102.268909 39.30102,-102.268047 39.301034,-102.268045 39.30097,-102.268913 39.30096)))",POINT(-102.268701252909 39.3009929017548),080639621004075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"MULTIPOLYGON(((-102.287279 39.302344,-102.286349 39.302335,-102.286364 39.300831,-102.287263 39.300826,-102.287279 39.302344)))",POINT(-102.286814454093 39.3015882692636),080639621003149,13,13,13,0,13,3,2,8,13,5,1,4,8,0,8
98,"MULTIPOLYGON(((-102.856518 39.156235,-102.848672 39.156164,-102.837914 39.156253,-102.837138 39.156259,-102.819862 39.156325,-102.819158 39.156323,-102.819119 39.160583,-102.819085 39.164269,-102.81891 39.179365,-102.818892 39.180916,-102.818836 39.185056,-102.818849 39.18545,-102.818715 39.190802,-102.818633 39.191125,-102.818548 39.191327,-102.818501 39.191438,-102.818163 39.192177,-102.81813 39.192411,-102.818165 39.192629,-102.818278 39.1929,-102.818592 39.193506,-102.818658 39.193801,-102.818677 39.194104,-102.818379 39.214694,-102.814806 39.214705,-102.799938 39.214695,-102.797216 39.214694,-102.790122 39.214659,-102.784301 39.214647,-102.782428 39.214627,-102.781309 39.21464,-102.781043 39.210499,-102.780958 39.209175,-102.780859 39.207476,-102.780886 39.205873,-102.780967 39.20329,-102.781099 39.199871,-102.781261 39.194069,-102.78154 39.185223,-102.780908 39.185216,-102.763561 39.185398,-102.763228 39.18539,-102.763141 39.185374,-102.76308 39.185347,-102.763034 39.185316,-102.763002 39.185264,-102.762982 39.185199,-102.763091 39.173303,-102.763096 39.172769,-102.763225 39.158682,-102.763253 39.156228,-102.763263 39.155375,-102.76336 39.142536,-102.763348 39.141075,-102.763335 39.139424,-102.763355 39.133498,-102.763356 39.133245,-102.763406 39.127159,-102.767073 39.127165,-102.771264 39.127156,-102.772909 39.127152,-102.779881 39.127177,-102.781097 39.127185,-102.79661 39.127192,-102.798635 39.127184,-102.79927 39.127181,-102.803001 39.127179,-102.804365 39.127199,-102.806825 39.127193,-102.808817 39.1272,-102.814691 39.12722,-102.814887 39.127222,-102.816843 39.127238,-102.817345 39.127242,-102.819456 39.12726,-102.828688 39.127308,-102.829916 39.127317,-102.833879 39.127326,-102.834151 39.127326,-102.847112 39.127324,-102.856845 39.127347,-102.858575 39.127351,-102.866993 39.127386,-102.867542 39.127381,-102.867826 39.127391,-102.868127 39.12739,-102.868456 39.127364,-102.868942 39.127301,-102.869374 39.127363,-102.869763 39.127401,-102.870362 39.127421,-102.871233 39.127411,-102.871813 39.127434,-102.872265 39.127491,-102.872696 39.127588,-102.87317 39.127733,-102.873443 39.127857,-102.873728 39.128012,-102.874136 39.128258,-102.874514 39.128587,-102.874678 39.128758,-102.874826 39.128937,-102.87496 39.129125,-102.875178 39.12952,-102.875324 39.129937,-102.875373 39.130151,-102.875426 39.130591,-102.875361 39.140129,-102.875341 39.141861,-102.875176 39.156411,-102.870999 39.156365,-102.858377 39.156251,-102.856518 39.156235)))",POINT(-102.807988162304 39.1603849394705),080639623001201,4,4,3,1,3,1,2,0,3,3,0,3,0,0,0
99,"MULTIPOLYGON(((-102.874168 39.29362,-102.874175 39.293259,-102.875271 39.293255,-102.877034 39.293248,-102.878551 39.29321,-102.880252 39.293111,-102.881641 39.292988,-102.883251 39.292795,-102.884735 39.292571,-102.886334 39.292278,-102.889332 39.291728,-102.910917 39.287734,-102.912324 39.287474,-102.929693 39.28425,-102.930651 39.284072,-102.931833 39.283853,-102.931836 39.284117,-102.930658 39.284329,-102.929262 39.284581,-102.9272 39.284952,-102.910929 39.287971,-102.89228 39.291431,-102.886389 39.292512,-102.885019 39.292763,-102.883572 39.293005,-102.881979 39.293225,-102.881523 39.293279,-102.880368 39.293392,-102.878771 39.293516,-102.877499 39.293561,-102.875438 39.293598,-102.874168 39.29362)))",POINT(-102.901909285097 39.2894130140436),080639623001187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
